Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Final Mutual Inductance (nH)
0.10504635,0.46103022,22.082306,0.104896314,0.46206412,22.233028,0.52972007,0.15016817,5.0003834,3.991228,28.338902,22.618532,141.69493,113.09329,61.85856
0.14911993,0.64377797,30.445408,0.14882034,0.64708024,30.446987,0.5367591,0.1503498,5.001268,3.99133,28.3393,22.618982,141.69447,113.09192,344.68378
0.08612421,0.5679171,57.886963,0.085960746,0.5692922,57.98229,0.17194754,0.14960124,5.000957,3.9909167,28.339384,22.618828,141.6955,113.09259,29.677902
0.14916079,0.3476834,23.552454,0.14832802,0.352611,23.164469,0.95816904,0.14932728,5.001092,3.9927032,28.340334,22.618408,141.69446,113.09092,768.5097
0.13562445,0.2706061,9.641836,0.1349695,0.2721181,9.539559,0.881654,0.1498126,5.0012674,3.9920037,28.339762,22.618221,141.69527,113.092316,439.70474
0.15093689,0.42353714,12.398884,0.1508712,0.4259118,12.199819,0.82507515,0.14987138,5.000738,3.991881,28.338985,22.618479,141.69476,113.09117,528.5295
0.10259276,0.48281717,17.804457,0.102525175,0.48413223,17.667606,0.7381623,0.14970773,5.0011587,3.992216,28.338953,22.618767,141.69489,113.09261,332.85956
0.119562976,0.26460752,20.293043,0.1189773,0.26328665,19.986755,0.6410256,0.14948148,5.0012226,3.9926522,28.338913,22.617977,141.6956,113.09282,128.7454
0.14448428,0.36045602,33.60076,0.14435232,0.36326417,33.401913,0.50980717,0.14946847,5.001235,3.991305,28.339489,22.619139,141.69545,113.09276,314.1654
0.15234788,0.53096104,48.534508,0.15238607,0.5323782,48.607197,0.15863635,0.1506198,5.002733,3.9909616,28.338442,22.619226,141.6949,113.09308,61.68511
0.12132495,-0.111930594,20.342016,0.12036984,-0.111448355,20.331099,0.6681403,0.15034695,5.0006704,3.9921186,28.339565,22.618008,141.6957,113.0921,176.74037
0.13931859,0.32777813,37.28327,0.13893163,0.32910973,37.08167,0.377057,0.15019362,5.001089,3.9918566,28.339094,22.618296,141.69481,113.09211,146.6231
0.14223252,0.2208629,47.67641,0.14169388,0.22237752,47.596756,0.20661473,0.15026398,5.001386,3.9915967,28.339544,22.618143,141.69527,113.09192,68.31194
0.08731594,0.525482,48.42694,0.0867709,0.5259294,48.23935,0.28827095,0.1500408,5.001059,3.9909923,28.339504,22.618727,141.6948,113.092186,21.509838
0.11738818,0.1580043,29.84587,0.11687587,0.15745337,29.72025,0.45753646,0.15105243,5.001646,3.9917324,28.338293,22.618006,141.69432,113.092445,36.759514
0.08121168,0.33206186,44.882298,0.08084461,0.33294097,44.877216,0.2881556,0.149983,5.000584,3.9910822,28.338993,22.618725,141.6956,113.09247,-28.254805
0.10380356,0.39832634,34.570724,0.10341592,0.40192905,34.6227,0.57461256,0.14936025,5.0008917,3.9921412,28.339527,22.618496,141.69568,113.09326,282.9444
0.10727668,0.44167724,21.23748,0.10717282,0.44317472,21.220804,0.6663912,0.14958347,5.001045,3.9924734,28.338812,22.618355,141.69441,113.09321,271.81412
0.084050454,0.4982137,42.71212,0.083844975,0.5011256,42.803177,0.33231348,0.1500852,5.0006824,3.9911234,28.339176,22.6195,141.69534,113.092766,39.00386
0.11242748,0.51638335,23.764494,0.11205411,0.5182581,23.707073,0.64243186,0.14968769,5.0014596,3.9917586,28.339321,22.618607,141.69511,113.09249,295.61212
0.110055715,0.05999424,32.29775,0.10991176,0.061288968,32.213512,0.50432426,0.1497126,5.0003276,3.9925952,28.33875,22.61804,141.69511,113.09322,132.33354
0.097762555,0.414674,13.492758,0.09735278,0.41501552,13.32732,0.91556257,0.14931217,5.001232,3.992751,28.340088,22.618395,141.6945,113.09266,483.70425
0.14951938,0.3510828,29.048199,0.1488695,0.35408062,28.838411,0.71645683,0.14966677,5.001043,3.9925277,28.34016,22.618048,141.69444,113.0912,556.0655
0.10107972,0.42426825,37.16644,0.10095183,0.42467213,36.921734,0.4447194,0.14986132,5.0015454,3.9916239,28.338335,22.61934,141.69453,113.092606,146.19992
0.12510234,0.17591831,15.535994,0.12457604,0.1779285,15.321296,0.79785746,0.14928381,5.0013275,3.9924393,28.33962,22.617191,141.6954,113.09241,381.54413
0.11452646,0.5865552,28.182459,0.11441309,0.58655924,28.31857,0.39650935,0.15023348,5.0012345,3.9914856,28.338566,22.617825,141.69557,113.09338,28.618015
0.06377221,0.20661657,31.291376,0.06323293,0.2054663,31.248917,0.53525466,0.14996608,5.0018477,3.9917989,28.339071,22.618734,141.69527,113.0928,46.80707
0.097113304,0.6993225,22.989641,0.09682009,0.70056075,22.76357,0.6815095,0.14995854,5.0004025,3.9915419,28.339344,22.618532,141.69452,113.09183,307.02527
0.086943366,0.40571383,29.21606,0.08640163,0.40613192,29.111652,0.6237216,0.14994341,5.0009637,3.991945,28.339424,22.618708,141.69525,113.092224,241.35497
0.098225474,0.40896797,30.6631,0.09813774,0.4092798,30.65084,0.4834568,0.15012091,5.0015445,3.9920194,28.33855,22.619123,141.69426,113.09242,88.306625
0.113496065,0.47850177,27.546816,0.113227665,0.48013133,27.751856,0.5530733,0.14985272,5.0012465,3.9918082,28.339527,22.619144,141.6949,113.093445,193.73914
0.13494705,0.43514633,35.929195,0.13479586,0.4367397,35.923267,0.35274953,0.15033229,5.001795,3.9909577,28.338814,22.619074,141.6949,113.093124,93.753105
0.12972726,0.29362133,42.268253,0.12946822,0.29483977,42.16646,0.2568081,0.15038922,5.0006623,3.9910321,28.338745,22.618843,141.69482,113.09234,24.467245
0.09805649,0.415782,16.158508,0.09754616,0.4174485,16.144638,0.68024033,0.15028547,5.0007987,3.9916317,28.339722,22.6181,141.69527,113.092514,187.1936
0.104341805,0.43905494,42.404858,0.10385201,0.43997574,42.134193,0.32075056,0.14994563,5.0007195,3.991281,28.339325,22.6181,141.69579,113.09195,72.601295
0.09806043,0.689539,51.44538,0.09777974,0.6932735,51.440887,0.2919111,0.14976488,5.0009003,3.9902377,28.339739,22.618391,141.6951,113.091705,98.88293
0.13489173,-0.06308525,34.881393,0.13443303,-0.062414717,34.74346,0.38730332,0.1505612,5.0013633,3.9914188,28.339159,22.61796,141.69536,113.09145,35.10755
0.08875172,0.8487706,64.26763,0.08839658,0.85238856,64.24008,0.1225412,0.14954539,5.0003686,3.9901545,28.339619,22.61885,141.69466,113.092316,50.67856
0.12693082,0.26182988,28.143711,0.12669048,0.26278067,28.233425,0.43255427,0.14955403,5.001016,3.991165,28.339218,22.617746,141.69485,113.09312,27.578766
0.0831684,0.26259845,28.91093,0.082726166,0.26356596,28.947138,0.5725698,0.15052365,5.0008235,3.991289,28.3388,22.617989,141.69566,113.092064,119.877884
0.09420108,0.33144608,29.497988,0.09418484,0.33328265,29.46201,0.44960025,0.15008801,5.000661,3.9911084,28.338745,22.618809,141.69489,113.09315,71.87675
0.12356644,0.25216702,49.17405,0.12311673,0.25278732,49.093388,0.18617827,0.15030506,5.0008497,3.991592,28.338667,22.61847,141.69582,113.09291,6.609218
0.11031715,0.35029748,37.25697,0.109847434,0.35090175,37.043457,0.3949259,0.15010737,5.0009866,3.9912734,28.339146,22.618946,141.6952,113.092636,105.8911
0.10777917,0.30309886,34.63709,0.10739308,0.3036427,34.644234,0.401396,0.15030573,5.0013847,3.9913151,28.338953,22.617811,141.69543,113.0922,80.7646
0.08189827,0.6735194,34.428497,0.081915885,0.673585,34.223095,0.47840914,0.1491532,5.000489,3.9917727,28.33906,22.6178,141.69585,113.092865,139.3271
0.0840471,0.17948294,39.837734,0.08371097,0.18027079,39.83022,0.5112763,0.14937852,5.0016885,3.9918013,28.339792,22.618961,141.69595,113.092636,174.916
0.09926518,0.36459574,48.398342,0.09888407,0.36449197,48.226112,0.2845341,0.14975807,5.0015187,3.9914553,28.33929,22.618708,141.69566,113.093155,66.25838
0.10547123,0.19972968,42.873737,0.10502814,0.20151176,42.770676,0.31282935,0.15054496,5.001393,3.991178,28.338974,22.618626,141.69434,113.092094,17.93307
0.10653308,0.65262914,47.27904,0.10595793,0.6539341,47.075268,0.29016092,0.14950258,5.001179,3.9918082,28.339405,22.618536,141.69617,113.09188,135.10344
0.103562094,0.3729154,31.614195,0.10346789,0.37346008,31.628075,0.42773467,0.15037993,5.000966,3.9916105,28.33872,22.618517,141.6947,113.09262,77.69405
0.06374845,0.37428984,35.473976,0.06372529,0.37431037,35.311863,0.4630762,0.1493602,4.999966,3.9916124,28.338835,22.617802,141.69472,113.09229,33.61507
0.10120924,0.58939534,41.787422,0.1006899,0.5917549,41.908516,0.30841893,0.14988123,5.001156,3.990857,28.340363,22.619051,141.69557,113.0926,35.939487
0.11646705,0.6207333,51.64758,0.11607281,0.62385774,51.74914,0.25671336,0.15011668,5.000821,3.9906044,28.338985,22.619762,141.695,113.09303,120.13056
0.0894806,0.4950189,32.13829,0.089515455,0.494931,31.882208,0.44261783,0.14999072,5.0007477,3.9921994,28.338078,22.618202,141.69437,113.09252,102.57143
0.10867328,0.121486686,37.21077,0.10834254,0.12255049,37.25957,0.44939303,0.14968689,5.000664,3.9913516,28.339489,22.618666,141.69466,113.09316,98.93227
0.09963979,0.4942796,56.990765,0.099446446,0.49457833,56.745872,0.14284806,0.15026763,5.0014305,3.9915738,28.33894,22.619831,141.69418,113.09201,12.29421
0.113746405,0.285557,39.716343,0.11339193,0.2859901,39.496925,0.35131627,0.14995565,5.0015492,3.991702,28.33932,22.618662,141.69585,113.09281,114.648636
0.09816406,0.4514039,30.911106,0.09799501,0.45280424,30.858776,0.43902537,0.14987537,5.0008216,3.9910033,28.3388,22.618221,141.6948,113.09313,77.603485
0.13545454,0.23205937,48.640255,0.13527359,0.23257135,48.48269,0.16662093,0.1501665,5.0016994,3.9920943,28.33853,22.619059,141.6945,113.092224,4.662677
0.14306296,0.35752335,52.62315,0.14267841,0.36070707,52.634426,0.13415183,0.15034343,5.0016127,3.9901223,28.339718,22.618698,141.6956,113.09103,25.620533
0.11128376,0.34826612,30.939472,0.11092577,0.34868413,30.798073,0.46503302,0.1496676,5.0006375,3.991637,28.339357,22.618872,141.69498,113.09286,72.04951
0.1336886,0.49207613,46.56228,0.13357566,0.49326602,46.58019,0.25452054,0.15052104,5.0009756,3.9906673,28.339033,22.618929,141.69522,113.09283,76.81565
0.09970571,0.42789704,45.973354,0.09899238,0.42880967,45.825314,0.3162466,0.15010609,5.001036,3.9918501,28.339357,22.61864,141.69524,113.09225,66.73924
0.0851435,0.25912368,11.7872715,0.08482249,0.26184133,11.432647,0.83770496,0.14950074,5.0010257,3.9924204,28.339428,22.617846,141.69476,113.09199,342.90332
0.15339105,0.39862067,27.077904,0.15304896,0.40029874,26.894476,0.6156043,0.1490883,5.0007124,3.9924195,28.339493,22.61788,141.69437,113.09287,379.39816
0.14039353,0.4041797,19.297934,0.13977762,0.40638182,19.119017,0.78602314,0.14985767,5.0013165,3.9926465,28.339622,22.617928,141.6947,113.09203,472.62195
0.10158211,0.5200372,60.006657,0.10127632,0.5228772,60.17257,0.06359904,0.15061791,5.0009394,3.9906912,28.338404,22.618296,141.69478,113.09235,-82.90653
0.12386784,0.30572802,38.753784,0.12376371,0.3072823,38.805588,0.312677,0.14990216,5.001519,3.9911273,28.339466,22.617891,141.69527,113.09259,53.280872
0.09978132,0.95410585,34.200535,0.09958958,0.9556973,34.34966,0.41195,0.15051965,5.0015,3.990815,28.33901,22.619434,141.6944,113.09254,75.92455
0.10464599,0.49865314,33.572163,0.10457046,0.49809852,33.630646,0.36494762,0.15020406,5.0005054,3.9915373,28.338562,22.61853,141.6954,113.09337,23.60539
0.08570104,0.5900168,43.061077,0.08552722,0.5924095,43.12756,0.3202583,0.14949375,5.0012636,3.9911244,28.339205,22.619019,141.69426,113.09332,34.30499
0.14864944,0.19706948,40.15944,0.14777504,0.19639781,39.97499,0.33772752,0.15029652,5.001269,3.9918048,28.339338,22.61842,141.69505,113.09272,121.6291
0.10582114,0.5850891,33.364075,0.1056109,0.5852521,33.146484,0.41985345,0.14996968,5.0009913,3.9919212,28.338272,22.617699,141.69487,113.09303,117.69894
0.11299396,0.78740734,28.398867,0.11245381,0.78896654,28.129814,0.5341395,0.15001114,5.0018635,3.9907768,28.339014,22.618279,141.69502,113.0923,228.83192
0.10671591,0.26485726,29.393356,0.106358655,0.26495227,29.34895,0.5148509,0.14918165,5.0005965,3.9919715,28.339275,22.618237,141.69511,113.09289,142.19487
0.08099203,0.37656558,22.722656,0.08051092,0.37671217,22.588142,0.65377736,0.14978026,5.001066,3.9917655,28.339386,22.617619,141.6951,113.09179,189.46165
0.10051212,0.60884964,50.076336,0.10039093,0.61077833,50.10385,0.20750263,0.15061076,5.00154,3.9909444,28.338022,22.61866,141.6946,113.09287,43.81232
0.05208781,0.4690355,38.796196,0.05173799,0.46895397,38.622803,0.48127374,0.14931174,5.000928,3.991671,28.339413,22.619226,141.69533,113.09264,90.92193
0.09870843,0.39741302,39.88172,0.09858248,0.3990276,39.835567,0.33595994,0.15001678,5.0008073,3.990653,28.339449,22.618637,141.69553,113.09285,32.224323
0.10435889,0.49000704,75.037384,0.10395879,0.49122217,74.94153,-0.018011082,0.14981219,5.0010614,3.9909155,28.33919,22.618616,141.69504,113.09194,5.95996
0.14765757,0.33929467,15.367818,0.14750475,0.34036762,15.041041,0.7778243,0.14937414,5.001014,3.991951,28.339075,22.61794,141.69476,113.09239,431.92743
0.12629962,0.37905556,57.21311,0.12589093,0.38096228,57.16008,0.055078708,0.15050034,5.0016685,3.990487,28.339176,22.61776,141.69513,113.09187,-28.236624
0.10112174,0.10043835,37.397892,0.100659795,0.102549054,37.24647,0.4501215,0.1502522,5.000672,3.9919055,28.33843,22.61776,141.69504,113.09158,61.359863
0.12312533,0.21199946,44.587925,0.12271499,0.21404922,44.429367,0.318793,0.15032151,5.0014453,3.9914448,28.339283,22.61848,141.69533,113.09113,121.194756
0.07069036,0.50755954,36.15908,0.070309184,0.508648,35.975735,0.5231448,0.15001836,5.001319,3.991728,28.33901,22.619297,141.6947,113.09218,169.65106
0.05756835,0.7000961,33.391468,0.05726995,0.70119786,33.328457,0.5903915,0.14968733,5.001462,3.9910216,28.339748,22.618519,141.69528,113.09239,186.33022
0.1309601,0.38311282,41.819004,0.13051234,0.38448164,41.788967,0.2811426,0.14963827,5.0014567,3.991609,28.33922,22.618525,141.69586,113.09254,62.1528
0.14005396,0.58894503,30.306696,0.13998099,0.59120154,30.235823,0.4948072,0.1499849,5.001651,3.9907637,28.339455,22.61891,141.69539,113.09203,244.34152
0.10506312,0.43766737,35.489925,0.10460147,0.43852782,35.39651,0.4742756,0.1504659,5.001137,3.991325,28.339487,22.61864,141.6952,113.09222,210.7668
0.122454025,0.5870709,33.381226,0.12209867,0.5888498,33.479816,0.4582385,0.15021475,5.001257,3.9917,28.33928,22.61842,141.69467,113.092255,201.12787
0.03291668,0.6846094,31.287529,0.03280956,0.68499184,31.169312,0.53923666,0.14952554,5.00153,3.9912162,28.339241,22.618395,141.69496,113.09252,100.62733
0.12702751,0.48683396,33.75292,0.12637396,0.48747104,33.577854,0.43955374,0.14990455,5.000632,3.9917002,28.339506,22.618177,141.69487,113.09259,132.69585
0.07451904,0.35966477,44.144993,0.07418124,0.3598225,43.96417,0.4075745,0.14982723,5.000872,3.991521,28.33841,22.617634,141.69455,113.09245,87.925835
0.096010245,0.6262818,40.03373,0.095548116,0.6290341,39.918488,0.50246996,0.14954963,5.0016103,3.9916193,28.339876,22.618511,141.69463,113.09221,303.18207
0.12628071,0.5786129,56.0625,0.12590702,0.5811081,55.93741,0.13075554,0.15015602,5.001087,3.990353,28.339409,22.61822,141.69556,113.0922,5.4381137
0.076154985,0.76820695,39.759285,0.076025836,0.76928693,39.591667,0.39156747,0.15003169,5.0008965,3.9918735,28.338154,22.618406,141.69427,113.092834,78.86415
0.11892151,0.46732217,28.606792,0.1187752,0.4685786,28.339592,0.49195173,0.1498731,5.0015497,3.9916458,28.339016,22.618511,141.69487,113.09191,150.10895
0.075957686,0.2179863,33.31276,0.07587332,0.2185116,33.183426,0.41494563,0.15007785,5.0015707,3.9907439,28.338995,22.617502,141.69484,113.09215,7.1950088
0.098714806,0.5505266,21.812069,0.09830891,0.55296874,21.70602,0.87138,0.14929597,5.0010986,3.9918258,28.339684,22.618755,141.69417,113.092285,536.2074
0.108497754,0.4199822,31.76204,0.10827803,0.42104256,31.701347,0.5057543,0.14991195,5.0017257,3.991648,28.339565,22.618391,141.69562,113.09222,184.32208
0.09970565,0.36201712,37.571808,0.099444225,0.362978,37.684006,0.34435162,0.15030564,5.0008316,3.991382,28.33929,22.619137,141.69513,113.09241,26.537712
0.05945002,0.6055851,28.520536,0.05894849,0.6071379,28.385445,0.7252577,0.1491893,5.0012217,3.9914682,28.34035,22.618471,141.69475,113.091934,297.1916
0.08254349,0.282963,39.47671,0.08216226,0.28343582,39.49006,0.47070146,0.14957786,5.0011697,3.991561,28.339136,22.618496,141.69478,113.09211,150.6872
0.13106403,0.46414652,25.393261,0.13069549,0.4681303,25.115988,0.8310978,0.14911915,5.001191,3.9927073,28.339779,22.618736,141.69495,113.09118,668.2425
0.07559362,0.24919388,43.051502,0.0753297,0.24947432,43.08618,0.33676505,0.14987794,5.0006742,3.991045,28.339495,22.618807,141.6946,113.09293,-22.514631
0.109951876,0.46432805,43.556442,0.10971169,0.46615985,43.61245,0.30512798,0.15009576,5.001174,3.9913566,28.33909,22.61808,141.69507,113.09212,88.41988
0.11027327,0.71886724,27.462692,0.11018703,0.721702,27.592583,0.59905547,0.14977379,5.000878,3.9913905,28.33957,22.618916,141.69475,113.092865,273.19553
0.09354599,0.7638823,40.607533,0.09344215,0.76515025,40.623287,0.30482858,0.15018502,5.0012884,3.9909935,28.338243,22.618809,141.69554,113.09292,11.21042
0.0960051,0.18424018,32.11937,0.09555965,0.18545683,32.000275,0.47217527,0.14979304,5.000575,3.992024,28.339083,22.61811,141.69511,113.09262,41.41714
0.037702266,0.973068,37.932228,0.037456866,0.97419465,37.97134,0.44211072,0.14940545,5.0002003,3.9910138,28.33976,22.617355,141.69534,113.09195,18.220106
0.07144728,0.56808865,45.161503,0.07127722,0.56825936,45.152103,0.30999386,0.15040226,5.0005198,3.9911218,28.33849,22.618742,141.69415,113.09171,31.598276
0.09980807,0.5534135,38.109535,0.09944922,0.5534702,38.083733,0.33637577,0.15014875,5.00092,3.9913294,28.338882,22.61823,141.69537,113.092896,45.810158
0.094787575,0.27775192,27.418442,0.09435575,0.27935514,27.525854,0.55721056,0.1491482,5.001977,3.9913068,28.340555,22.617836,141.69539,113.092285,87.58682
0.11282384,0.64642155,41.64182,0.11257657,0.6482827,41.632324,0.2517895,0.15063755,5.0009537,3.9910674,28.338806,22.618927,141.69525,113.09247,31.155758
0.09897742,0.5396447,44.3528,0.09870914,0.54159397,44.22245,0.34999532,0.14963852,5.000824,3.991466,28.338945,22.618275,141.6947,113.09234,127.080795
0.0987959,0.3762631,62.846928,0.09853079,0.37600088,62.839558,0.10371813,0.14930339,5.0005026,3.9918604,28.339329,22.619253,141.69589,113.09405,-16.262764
0.08643518,0.38499677,35.79791,0.08644901,0.3851777,35.6538,0.3431845,0.15075308,5.001663,3.9911518,28.338285,22.618996,141.69534,113.09289,-44.103592
0.08755926,0.2725686,27.164091,0.08719546,0.27444604,26.979944,0.5995404,0.14967372,5.0007977,3.992471,28.338627,22.617863,141.69485,113.09271,207.38023
0.10079841,0.59475714,34.170135,0.10058044,0.5969172,34.095516,0.43008488,0.14986548,5.000767,3.9917874,28.338804,22.61792,141.69496,113.09236,157.54825
0.06753281,0.7977253,12.938527,0.06720638,0.80028796,12.88747,0.9432499,0.14979453,5.001623,3.9920235,28.339025,22.619322,141.69508,113.09216,450.15936
0.15560648,0.28559518,19.38662,0.15526243,0.2882655,19.380663,0.5804095,0.15050519,5.0014377,3.9914083,28.339582,22.618654,141.69585,113.091896,235.52888
0.07065135,0.44314027,35.15381,0.07014602,0.4435028,35.077446,0.40472597,0.15017973,5.0008,3.9911926,28.339495,22.618279,141.69585,113.09154,7.38198
0.12394871,0.47434825,30.019932,0.123866536,0.47585887,29.975716,0.47687927,0.14955911,5.001061,3.9916162,28.338776,22.618586,141.6938,113.09315,145.523
0.12128389,0.6083365,18.380196,0.12063012,0.6122403,18.171284,0.90321416,0.14970246,5.0018277,3.9915729,28.340687,22.61832,141.69434,113.09117,619.2622
0.086833216,0.43173513,43.745064,0.086656235,0.43321267,43.648,0.38253352,0.14937654,5.000238,3.9914625,28.33924,22.619024,141.69456,113.092285,78.630806
0.08718543,0.3831462,37.849567,0.086914025,0.38337854,37.674633,0.3828633,0.15033038,5.0007434,3.9916804,28.338556,22.61839,141.69495,113.09215,47.761948
0.08779913,0.5620355,47.1327,0.0875956,0.56284684,47.058437,0.20700559,0.14990981,5.001104,3.9916556,28.338879,22.618465,141.69545,113.09281,-29.98235
0.08685172,0.50774723,34.04706,0.08634335,0.50707304,33.887928,0.3643613,0.1501989,5.0010786,3.9915857,28.339417,22.617687,141.69543,113.09208,-3.521115
0.12138869,0.59367055,10.90547,0.12083671,0.59552675,10.65761,0.83486253,0.14968193,5.0012507,3.9918964,28.33949,22.617882,141.69473,113.09144,420.29547
0.10697544,0.37032774,30.975954,0.10660445,0.3710425,31.01949,0.45295894,0.14943373,5.0009756,3.9910355,28.339464,22.618402,141.69423,113.092575,82.35528
0.12601534,0.04049114,42.41725,0.1253156,0.04074417,42.154583,0.50457263,0.1494388,5.0014744,3.992742,28.339819,22.61851,141.69485,113.092354,311.0281
0.12396836,0.6381651,38.117542,0.12375082,0.63941014,38.14016,0.41571674,0.14990547,5.001446,3.9909053,28.339314,22.618998,141.69519,113.09217,218.55374
0.08763531,0.5515822,10.962162,0.08739334,0.5522055,10.829248,0.8986649,0.14893429,5.0008163,3.9917092,28.340239,22.616909,141.69537,113.092,412.06418
0.09389502,0.34264,11.503056,0.093721,0.34407768,11.390762,0.8929531,0.14922138,5.00085,3.9924257,28.339266,22.61802,141.69395,113.09224,395.20035
0.067210436,0.37655905,41.464394,0.06697497,0.3778265,41.42621,0.33827573,0.14972179,4.9999876,3.9919622,28.338804,22.618427,141.69489,113.09257,7.395992
0.041879296,0.39970598,37.021084,0.041616213,0.40024325,37.005486,0.5435958,0.15007083,5.0010715,3.9919577,28.339037,22.618319,141.69449,113.092834,83.79037
0.07714087,0.32442954,39.342464,0.077043295,0.32480386,39.25798,0.37809741,0.14966153,5.000738,3.9922187,28.338793,22.618496,141.69498,113.09283,4.7676916
0.11123526,0.5803056,46.432686,0.11100851,0.5824768,46.31614,0.38531458,0.14984234,5.002208,3.9918988,28.338757,22.619728,141.69485,113.09288,188.11432
0.112087466,0.39947924,35.671722,0.11170411,0.4004278,35.67893,0.41590202,0.15023887,5.001329,3.990476,28.339657,22.619246,141.69505,113.09268,116.13859
0.120720096,-0.03728978,19.284523,0.120528124,-0.03549259,19.314001,0.74842083,0.14959656,5.0013967,3.9918268,28.33917,22.618162,141.69475,113.09284,309.27115
0.12395664,0.22318345,32.112152,0.12360178,0.22472426,31.87975,0.45458776,0.14954399,5.000905,3.991862,28.33939,22.617914,141.69545,113.092026,106.13151
0.16727296,0.6772328,2.8574395,0.16682659,0.68112606,2.7299705,1.1430136,0.14925686,5.0014596,3.991684,28.340582,22.618063,141.69385,113.09048,891.06586
0.1468462,0.55323607,26.788034,0.14670658,0.5557454,26.819365,0.42150453,0.15046684,5.001325,3.9906693,28.339108,22.618765,141.69525,113.092606,122.49249
0.109043725,0.22380477,20.571407,0.108777806,0.2247829,20.46601,0.7776466,0.1499504,5.0008874,3.9918396,28.339354,22.61875,141.69499,113.092705,376.6767
0.10713084,0.50985515,33.982414,0.106861636,0.5105709,33.747105,0.44033435,0.1496934,5.000897,3.9918985,28.338827,22.619143,141.69554,113.09298,156.42476
0.16855924,-0.108784944,27.79288,0.16806045,-0.10818501,27.749247,0.4344227,0.15003635,5.0016046,3.991406,28.339409,22.617596,141.69623,113.09329,46.584286
0.07696194,0.6503388,45.09203,0.077054374,0.652953,45.186783,0.3214792,0.14959022,5.0004373,3.9910595,28.338722,22.618317,141.69437,113.092735,43.870857
0.12559402,0.27321532,-2.8021393,0.12528314,0.27661905,-3.00048,1.1190766,0.14955688,5.0009365,3.9921498,28.339714,22.618124,141.69481,113.09197,598.1623
0.12433268,0.44693166,52.978516,0.123880014,0.45008,52.740166,0.2510531,0.15014671,5.001184,3.991721,28.339125,22.618921,141.69519,113.09237,168.05301
0.09123551,0.7051569,44.086338,0.09085078,0.7064236,43.975407,0.35082716,0.14964671,5.000778,3.9904559,28.339731,22.618977,141.6949,113.09284,106.20787
0.122936115,0.12765053,25.82023,0.122600675,0.12764364,25.738554,0.541771,0.14987005,5.0010443,3.992356,28.338669,22.617897,141.69514,113.09275,130.40361
0.12307868,0.39612338,42.892494,0.123154655,0.396308,42.816772,0.23411329,0.14964312,5.0011315,3.9921758,28.339037,22.618647,141.69508,113.09261,-15.117848
0.11339787,0.47051102,27.979021,0.11362125,0.47071669,27.908274,0.5000968,0.1495931,5.001651,3.991652,28.33851,22.618528,141.69476,113.09336,166.62794
0.14455402,0.3878849,34.396492,0.14439689,0.38995764,34.436584,0.3703885,0.14986798,5.001072,3.9912026,28.339226,22.61841,141.69487,113.09263,125.67657
0.1353686,0.48658124,48.08042,0.13505699,0.48700708,47.81386,0.1658196,0.1508888,5.0016313,3.9917624,28.337824,22.618374,141.69579,113.09215,-16.983482
0.11826529,0.6726482,38.908497,0.11788888,0.6754479,38.762474,0.5123683,0.14948522,5.0006847,3.9918451,28.339558,22.618517,141.69525,113.09211,338.72037
0.10533153,0.4600351,37.624935,0.104867876,0.46219003,37.534702,0.47430134,0.14987227,5.00032,3.99178,28.33927,22.618734,141.6951,113.09241,214.34293
0.12887308,-0.09627778,29.997845,0.12846826,-0.09412444,29.697525,0.6679446,0.14949615,5.0015135,3.9921942,28.339592,22.617867,141.695,113.092155,359.37112
0.09216224,0.6464259,34.27784,0.091709696,0.64815885,34.343826,0.48285228,0.14965163,5.001582,3.9910986,28.339828,22.618671,141.69498,113.09221,198.53368
0.092947155,0.26551807,25.724237,0.092696786,0.2670361,25.546173,0.58107793,0.14961326,5.0003953,3.9921677,28.338675,22.618559,141.69466,113.09212,134.32234
0.077357866,0.27950847,26.361095,0.077046275,0.2796966,26.301327,0.545738,0.14978479,5.0002284,3.9919686,28.33897,22.6183,141.69524,113.093056,59.75862
0.15292881,0.5156896,46.219524,0.1526029,0.5190381,46.322712,0.19252048,0.14973985,5.0014997,3.990935,28.340014,22.618668,141.69496,113.092285,12.780073
0.07426784,0.6689816,16.265087,0.07393246,0.6705766,16.132118,0.81036514,0.14954065,5.0015974,3.991406,28.3403,22.618134,141.69565,113.09156,351.42624
0.09881085,0.15471096,41.922783,0.09859174,0.1547035,41.72221,0.30290744,0.15002339,5.0011063,3.9913833,28.338505,22.61846,141.69553,113.09277,-8.571403
0.10381185,0.101848476,21.781523,0.10362716,0.10209886,21.775873,0.5147477,0.15103178,5.0009804,3.991496,28.337881,22.618048,141.69458,113.092384,-6.3887777
0.12598503,0.54103374,24.617859,0.12564279,0.5433005,24.508041,0.6000736,0.15027633,5.0012784,3.9911053,28.339163,22.61797,141.69449,113.09157,291.83707
0.08553582,0.19414768,19.101852,0.085173585,0.19410092,18.934,0.90510917,0.1491596,5.001077,3.992498,28.339975,22.618979,141.695,113.0921,466.7766
